Title,Artist,Wikidata ID,Nationality or Origin,Gender
"""All Too Well (Taylor's Version)""",Taylor Swift,Q26876,United States of America,female
"""Party""",Bad Bunny and Rauw Alejandro,Q44333953,United States of America,male
"""Después de la Playa""",Bad Bunny,Q44333953,United States of America,male
"""You Should Probably Leave""",Chris Stapleton,Q5108148,United States of America,male
"""Rockin' Around the Christmas Tree""",Brenda Lee,Q230925,United States of America,female
"""Broadway Girls""",Lil Durk featuring Morgan Wallen,Q2899818,United States of America,male
"""Take My Name""",Parmalee,Q7139162,United States of America,Unknown
"""What Happened to Virgil""",Lil Durk featuring Gunna,Q2899818,United States of America,male
"""Puffin on Zootiez""",Future,Q3445057,United States of America,male
"""Like I Love Country Music""",Kane Brown,Q21620939,United States of America,male
"""Jingle Bell Rock""",Bobby Helms,Q888554,United States of America,male
"""Ojitos Lindos""",Bad Bunny and Bomba Estéreo,Q44333953,United States of America,male
"""Trouble with a Heartbreak""",Jason Aldean,Q195439,United States of America,male
"""A Holly Jolly Christmas""",Burl Ives,Q315723,United States of America,male
"""Kiss Me More""",Doja Cat featuring SZA,Q51120673,United States of America,female
"""She Likes It""",Russell Dickerson featuring Jake Scott,Q24572267,United States of America,male
"""Never Say Never""",Cole Swindell and Lainey Wilson,Q15101510,United States of America,male
"""Damn Strait""",Scotty McCreery,Q255969,United States of America,male
"""She's All I Wanna Be""",Tate McRae,Q95129121,Canada,female
"""Last Night Lonely""",Jon Pardi,Q6271354,United States of America,male
"""Flower Shops""",Ernest featuring Morgan Wallen,Q110442717,United States of America,male
"""To the Moon""",Jnr Choi and Sam Tompkins,Q111507858,United Kingdom,male
"""Unholy""",Sam Smith and Kim Petras,Q15123969,United Kingdom,non-binary
"""One Mississippi""",Kane Brown,Q21620939,United States of America,male
"""Circles Around This Town""",Maren Morris,Q21622122,United States of America,female
