Title,Artist,Wikidata ID,Nationality or Origin,Gender
"""Savage Love (Laxed – Siren Beat)""",Jawsh 685 and Jason Derulo,Q96472235,New Zealand,male
"""No Guidance""",Chris Brown featuring Drake,Q155700,United States of America,male
"""My Oh My""",Camila Cabello featuring DaBaby,Q18810940,Cuba,female
"""Dynamite""",BTS,Q13580495,South Korea,Unknown
"""Go Crazy""",Chris Brown and Young Thug,Q155700,United States of America,male
"""High Fashion""",Roddy Ricch featuring Mustard,Q59209423,United States of America,male
"""Laugh Now Cry Later""",Drake featuring Lil Durk,Q33240,Canada,male
"""Woah""",Lil Baby,Q50527563,United States of America,male
"""Death Bed""",Powfu featuring Beabadoobee,Q89069821,Canada,male
"""Señorita""",Shawn Mendes and Camila Cabello,Q17198340,Canada,male
"""Highest in the Room""",Travis Scott,Q13605596,United States of America,male
"""Bad Guy""",Billie Eilish,Q29564107,United States of America,female
"""Mood""",24kGoldn featuring Iann Dior,Q83751918,United States of America,male
"""Rain on Me""",Lady Gaga and Ariana Grande,Q19848,United States of America,female
"""For the Night""",Pop Smoke featuring Lil Baby and DaBaby,Q81698554,United States of America,male
"""Ritmo (Bad Boys for Life)""",Black Eyed Peas and J Balvin,Q134541,United States of America,Unknown
"""Heart on Ice""",Rod Wave,Q78754352,United States of America,male
"""Nobody but You""",Blake Shelton and Gwen Stefani,Q94831,United States of America,male
"""Trampoline""",Shaed,Q60643444,United States of America,Unknown
"""Come & Go""",Juice Wrld and Marshmello,Q52151598,United States of America,male
"""Truth Hurts""",Lizzo,Q16232225,United States of America,female
"""If the World Was Ending""",JP Saxe featuring Julia Michaels,Q86009464,Canada,male
"""We Paid""",Lil Baby and 42 Dugg,Q50527563,United States of America,male
"""Yummy""",Justin Bieber,Q34086,Canada,male
"""One Man Band""",Old Dominion,Q20685018,United States of America,Unknown
"""Got What I Got""",Jason Aldean,Q195439,United States of America,male
"""Sunday Best""",Surfaces,Q76330429,Unknown,Unknown
"""Godzilla""",Eminem featuring Juice Wrld,Q5608,United States of America,male
"""Bandit""",Juice Wrld and YoungBoy Never Broke Again,Q52151598,United States of America,male
"""Party Girl""",StaySolidRocky,Q95918251,United States of America,male
"""Die from a Broken Heart""",Maddie & Tae,Q18157530,United States of America,Unknown
"""Popstar""",DJ Khaled featuring Drake,Q80805,United States of America,male
"""All I Want for Christmas Is You""",Mariah Carey,Q41076,United States of America,female
"""One of Them Girls""",Lee Brice,Q1811729,United States of America,male
"""Hard to Forget""",Sam Hunt,Q16223171,United States of America,male
"""One Margarita""",Luke Bryan,Q166197,United States of America,male
"""Panini""",Lil Nas X,Q62591281,United States of America,male
"""Hot""",Young Thug featuring Gunna,Q15637814,United States of America,male
"""I Hope You're Happy Now""",Carly Pearce and Lee Brice,Q29913337,United States of America,female
"""Emotionally Scarred""",Lil Baby,Q50527563,United States of America,male
"""Suicidal""",YNW Melly featuring Juice Wrld,Q56276347,United States of America,male
"""The Bigger Picture""",Lil Baby,Q50527563,United States of America,male
"""Only Human""",Jonas Brothers,Q134233,United States of America,Unknown
"""The Woo""",Pop Smoke featuring 50 Cent and Roddy Ricch,Q81698554,United States of America,male
"""Sum 2 Prove""",Lil Baby,Q50527563,United States of America,male
"""Stuck with U""",Ariana Grande and Justin Bieber,Q151892,United States of America,female
"""Mood Swings""",Pop Smoke featuring Lil Tjay,Q81698554,United States of America,male
"""You Should Be Sad""",Halsey,Q18534249,United States of America,female
"""Dior""",Pop Smoke,Q81698554,United States of America,male
"""Supalonely""",Benee featuring Gus Dapperton,Q61749159,New Zealand,female
"""Even Though I'm Leaving""",Luke Combs,Q23884740,United States of America,male
"""The Scotts""",The Scotts (Travis Scott and Kid Cudi),Q13605596,United States of America,male
"""Juicy""",Doja Cat and Tyga,Q51120673,United States of America,female
"""Be Like That""","Kane Brown, Swae Lee and Khalid",Q21620939,United States of America,male
"""Homesick""",Kane Brown,Q21620939,United States of America,male
"""Rags2Riches""",Rod Wave featuring ATR Son Son,Q78754352,United States of America,male
"""Bluebird""",Miranda Lambert,Q231233,United States of America,female
"""Wishing Well""",Juice Wrld,Q52151598,United States of America,male
"""Does to Me""",Luke Combs featuring Eric Church,Q23884740,United States of America,male
"""Pussy Fairy (OTW)""",Jhené Aiko,Q15929781,United States of America,female
"""ILY (I Love You Baby)""",Surf Mesa featuring Emilee,Q93771412,United States of America,male
"""More Than My Hometown""",Morgan Wallen,Q29561472,United States of America,male
"""Lovin' on You""",Luke Combs,Q23884740,United States of America,male
"""Said Sum""",Moneybagg Yo,Q38459032,United States of America,male
"""Slide""",H.E.R. featuring YG,Q30639849,United States of America,female
"""Walk Em Down""",NLE Choppa featuring Roddy Ricch,Q64009351,United States of America,male
