Title,Artist,Wikidata ID,Nationality or Origin,Gender
"""Escapism""",Raye featuring 070 Shake,Q28071144,United Kingdom,female
"""Un x100to""",Grupo Frontera and Bad Bunny,Q118141487,United States of America,Unknown
"""Until I Found You""",Stephen Sanchez,Q113023532,United States of America,male
"""Shirt""",SZA,Q16210722,United States of America,female
"""Paint the Town Red""",Doja Cat,Q51120673,United States of America,female
"""Made You Look""",Meghan Trainor,Q17403494,United States of America,female
"""Wait in the Truck""",Hardy featuring Lainey Wilson,Q63341424,United States of America,male
"""All I Want for Christmas Is You""",Mariah Carey,Q41076,United States of America,female
"""Everything I Love""",Morgan Wallen,Q29561472,United States of America,male
"""Chemical""",Post Malone,Q21621919,United States of America,male
"""Heart Like a Truck""",Lainey Wilson,Q106378786,United States of America,female
"""Going, Going, Gone""",Luke Combs,Q23884740,United States of America,male
"""Rockin' Around the Christmas Tree""",Brenda Lee,Q230925,United States of America,female
"""Dancin' in the Country""",Tyler Hubbard,Q20740966,United States of America,male
"""Daylight""",David Kushner,Q117745879,United States of America,male
"""Lift Me Up""",Rihanna,Q36844,Barbados,female
"""Eyes Closed""",Ed Sheeran,Q47447,United Kingdom,male
"""TQG""",Karol G and Shakira,Q22001324,Colombia,female
"""Try That in a Small Town""",Jason Aldean,Q195439,United States of America,male
"""Tennessee Orange""",Megan Moroney,Q116786312,Unknown,female
"""Jingle Bell Rock""",Bobby Helms,Q888554,United States of America,male
"""Princess Diana""",Ice Spice and Nicki Minaj,Q114114977,United States of America,female
"""Tomorrow 2""",GloRilla and Cardi B,Q114132368,United States of America,female
"""A Holly Jolly Christmas""",Burl Ives,Q315723,United States of America,male
"""Where She Goes""",Bad Bunny,Q44333953,United States of America,male
"""Bebe Dame""",Fuerza Regida and Grupo Frontera,Q118466501,United States of America,Unknown
"""I Remember Everything""",Zach Bryan featuring Kacey Musgraves,Q106770023,United States of America,male
"""I Like You (A Happier Song)""",Post Malone featuring Doja Cat,Q21621919,United States of America,male
"""What It Is (Block Boy)""",Doechii featuring Kodak Black,Q106629186,United States of America,female
"""Nobody Gets Me""",SZA,Q16210722,United States of America,female
"""Rich Men North of Richmond""",Oliver Anthony Music,Q121391237,United States of America,male
"""Super Freaky Girl""",Nicki Minaj,Q162202,Trinidad and Tobago,female
"""Dial Drunk""",Noah Kahan and Post Malone,Q53832755,United States of America,male
"""What Was I Made For?""",Billie Eilish,Q29564107,United States of America,female
"""Seven""",Jungkook featuring Latto,Q22338877,South Korea,male
"""Wait for U""",Future featuring Drake and Tems,Q3445057,United States of America,male
"""Last Christmas""",Wham!,Q744087,United Kingdom,Unknown
"""Handle on You""",Parker McCollum,Q20684755,United States of America,male
"""Por Las Noches""",Peso Pluma,Q117242724,Mexico,male
"""Memory Lane""",Old Dominion,Q20685018,United States of America,Unknown
"""Area Codes""",Kaliii,Q115633164,United States of America,female
"""Bury Me in Georgia""",Kane Brown,Q21620939,United States of America,male
"""PRC""",Peso Pluma and Natanael Cano,Q117242724,Mexico,male
"""What My World Spins Around""",Jordan Davis,Q44274417,United States of America,male
"""Ain't That Some""",Morgan Wallen,Q29561472,United States of America,male
"""Wild as Her""",Corey Kent,Q113452679,Unknown,male
"""Peaches & Eggplants""",Young Nudy featuring 21 Savage,Q62036530,United States of America,male
"""I Wrote the Book""",Morgan Wallen,Q29561472,United States of America,male
"""Bzrp Music Sessions, Vol. 53""",Bizarrap and Shakira,Q99937928,Argentina,male
"""Meltdown""",Travis Scott featuring Drake,Q13605596,United States of America,male
"""Put It on da Floor Again""",Latto featuring Cardi B,Q65029930,United States of America,female
"""Bloody Mary""",Lady Gaga,Q19848,United States of America,female
"""Watermelon Moonshine""",Lainey Wilson,Q106378786,United States of America,female
